Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Issah Abbas\Issah-Abbas,gh GHA,DFFW,Mainz 05,21,1998,0.2,13,15,86.7,260,106,6,7,85.7,5,6,83.3,2,2,100.0,0,0.0,0.0,0,1,0,0,1,Matches
2,David Abraham\David-Abraham,ar ARG,DF,Eint Frankfurt,34,1986,13.6,564,689,81.9,12077,4254,177,204,86.8,277,310,89.4,106,161,65.8,0,0.5,-0.5,2,50,3,2,43,Matches
3,Amir Abrashi\Amir-Abrashi,al ALB,MF,Freiburg,30,1990,0.7,18,22,81.8,295,27,7,9,77.8,9,10,90.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
4,Ragnar Ache\Ragnar-Ache,de GER,FWDF,Eint Frankfurt,22,1998,1.1,19,35,54.3,228,29,13,21,61.9,5,9,55.6,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
5,Tyler Adams\Tyler-Adams,us USA,DFMF,RB Leipzig,21,1999,20.6,1184,1375,86.1,19562,5363,587,648,90.6,488,542,90.0,88,140,62.9,1,0.9,+0.1,13,85,19,2,90,Matches
6,Sargis Adamyan\Sargis-Adamyan,am ARM,FWMF,Hoffenheim,27,1993,5.3,120,167,71.9,1955,473,61,79,77.2,42,51,82.4,12,20,60.0,3,1.8,+1.2,12,6,8,1,14,Matches
7,Felix Agu\Felix-Agu,de GER,DF,Werder Bremen,20,1999,7.8,210,289,72.7,3403,1143,117,136,86.0,74,101,73.3,14,35,40.0,0,0.4,-0.4,3,9,4,3,10,Matches
8,Naouirou Ahamada\Naouirou-Ahamada,fr FRA,MF,Stuttgart,18,2002,2.8,108,120,90.0,1889,330,47,52,90.4,48,50,96.0,10,13,76.9,0,0.0,0.0,1,12,0,0,7,Matches
9,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,25,1995,26.1,1949,2097,92.9,41126,12696,592,623,95.0,1029,1068,96.3,315,374,84.2,0,0.1,-0.1,2,150,4,0,128,Matches
10,Kevin Akpoguma\Kevin-Akpoguma,ng NGA,DF,Hoffenheim,25,1995,13.2,606,737,82.2,12535,4237,188,213,88.3,320,349,91.7,91,156,58.3,0,0.4,-0.4,2,33,2,0,46,Matches
11,David Alaba\David-Alaba,at AUT,DFMF,Bayern Munich,28,1992,29.7,1916,2251,85.1,39628,12716,625,685,91.2,994,1097,90.6,282,420,67.1,4,2.3,+1.7,25,232,37,4,189,Matches
12,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,27,1992,13.8,239,315,75.9,3394,332,142,177,80.2,71,92,77.2,15,20,75.0,2,0.7,+1.3,12,12,4,0,10,Matches
13,Omar Alderete\Omar-Alderete,py PAR,DF,Hertha BSC,23,1996,14.4,717,878,81.7,17888,7067,107,132,81.1,409,449,91.1,197,287,68.6,0,0.1,-0.1,2,44,4,1,62,Matches
14,Nadiem Amiri\Nadiem-Amiri,de GER,MF,Leverkusen,23,1996,21.0,946,1143,82.8,17370,3887,426,471,90.4,371,417,89.0,131,210,62.4,6,2.9,+3.1,37,90,27,4,98,Matches
15,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Köln,29,1991,12.5,175,246,71.1,2491,400,109,142,76.8,53,74,71.6,9,16,56.3,0,0.3,-0.3,5,11,3,1,9,Matches
16,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,25,1994,28.1,1155,1460,79.1,21736,6113,489,575,85.0,488,593,82.3,153,237,64.6,2,2.2,-0.2,24,111,15,1,125,Matches
17,Angeliño\Angelino,es ESP,DFFW,RB Leipzig,23,1997,24.0,1059,1490,71.1,19377,7278,489,574,85.2,430,562,76.5,126,300,42.0,4,5.0,-1.0,56,68,60,27,111,Matches
18,Waldemar Anton\Waldemar-Anton,de GER,DF,Stuttgart,24,1996,30.1,1827,2073,88.1,38588,13005,501,551,90.9,1037,1100,94.3,274,389,70.4,1,0.4,+0.6,7,68,9,2,94,Matches
19,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,31,1989,18.5,1003,1160,86.5,18154,5425,423,463,91.4,452,493,91.7,111,166,66.9,0,0.8,-0.8,15,110,15,0,103,Matches
20,Santiago Arias\Santiago-Arias,co COL,DF,Leverkusen,28,1992,1.0,47,55,85.5,915,324,17,21,81.0,25,28,89.3,5,6,83.3,0,0.0,0.0,0,3,0,0,4,Matches
21,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,26,1994,28.7,1323,1652,80.1,30923,8729,382,434,88.0,567,656,86.4,350,511,68.5,6,4.8,+1.2,50,132,26,3,157,Matches
22,Toluwalas Arokodare\Toluwalas-Arokodare,ng NGA,FW,Köln,19,2000,1.2,27,36,75.0,501,39,13,18,72.2,11,13,84.6,3,4,75.0,0,0.0,0.0,1,2,1,0,1,Matches
23,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,23,1997,8.5,294,353,83.3,5496,1450,130,144,90.3,116,136,85.3,41,58,70.7,0,0.2,-0.2,6,29,4,0,26,Matches
24,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,26,1994,21.7,779,1167,66.8,14433,6861,351,410,85.6,320,419,76.4,102,297,34.3,4,2.8,+1.2,43,45,29,23,73,Matches
25,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,208,301,69.1,3031,524,125,166,75.3,60,85,70.6,15,25,60.0,2,1.5,+0.5,20,12,1,0,11,Matches
26,Mehmet-Can Aydin\Mehmet-Can-Aydin,de GER,DF,Schalke 04,18,2002,5.6,139,203,68.5,2300,948,67,83,80.7,62,86,72.1,10,24,41.7,0,0.5,-0.5,3,8,2,0,13,Matches
27,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,22,1997,23.8,676,961,70.3,12158,2717,360,417,86.3,196,279,70.3,102,202,50.5,8,6.1,+1.9,50,25,34,14,57,Matches
28,Ridle Baku\Ridle-Baku,de GER,DF,Mainz 05,22,1998,2.0,62,88,70.5,1283,708,20,27,74.1,29,36,80.6,12,22,54.5,0,0.0,0.0,0,4,2,0,13,Matches
29,Ridle Baku\Ridle-Baku,de GER,FWDF,Wolfsburg,22,1998,29.8,1096,1461,75.0,19626,6156,493,582,84.7,473,604,78.3,118,211,55.9,7,4.5,+2.5,43,66,46,17,119,Matches
30,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,31,1989,0.3,10,11,90.9,179,52,3,4,75.0,7,7,100.0,0,0,,0,0.0,0.0,0,1,0,0,2,Matches
31,Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Eint Frankfurt,22,1998,10.9,361,498,72.5,6060,1951,171,217,78.8,146,188,77.7,34,68,50.0,3,3.0,0.0,25,25,19,4,41,Matches
32,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,20,2000,25.6,474,713,66.5,7493,2698,241,328,73.5,180,244,73.8,37,87,42.5,2,2.1,-0.1,18,38,8,1,56,Matches
33,Jacob Barrett Laursen\Jacob-Barrett-Laursen,dk DEN,DF,Arminia,25,1994,12.3,438,562,77.9,8448,3086,161,190,84.7,212,254,83.5,60,94,63.8,1,1.2,-0.2,4,28,5,2,30,Matches
34,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,30,1990,31.0,1065,1352,78.8,27435,15923,284,284,100.0,448,454,98.7,304,584,52.1,0,0.0,0.0,0,13,0,0,2,Matches
35,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,32,1988,11.9,579,668,86.7,11046,2389,242,267,90.6,230,254,90.6,96,124,77.4,0,0.3,-0.3,8,54,6,1,56,Matches
36,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,20,1999,26.3,725,954,76.0,12120,3238,379,460,82.4,245,313,78.3,75,120,62.5,3,3.0,0.0,32,60,32,4,98,Matches
37,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Augsburg,23,1996,0.4,6,13,46.2,78,23,3,5,60.0,2,4,50.0,0,2,0.0,1,0.7,+0.3,1,0,0,0,0,Matches
38,Ihlas Bebou\Ihlas-Bebou,tg TOG,FW,Hoffenheim,26,1994,24.4,480,633,75.8,6814,1601,286,349,81.9,140,183,76.5,26,45,57.8,7,5.0,+2.0,37,26,32,14,48,Matches
39,Sheraldo Becker\Sheraldo-Becker,sr SUR,FWMF,Union Berlin,25,1995,12.3,212,336,63.1,3720,1172,103,139,74.1,88,131,67.2,17,45,37.8,3,3.2,-0.2,19,10,18,14,23,Matches
40,Timo Becker\Timo-Becker,de GER,DF,Schalke 04,23,1997,18.2,606,785,77.2,11778,4036,217,257,84.4,305,363,84.0,78,132,59.1,0,0.3,-0.3,3,25,9,3,35,Matches
41,Brian Behrendt\Brian-Behrendt,de GER,DF,Arminia,28,1991,0.9,41,56,73.2,941,310,14,17,82.4,18,25,72.0,9,13,69.2,0,0.0,0.0,0,4,0,0,5,Matches
42,Maximilian Beier\Maximilian-Beier,de GER,FW,Hoffenheim,17,2002,0.1,5,5,100.0,79,4,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
43,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,28,1992,6.6,108,151,71.5,1487,259,63,83,75.9,35,49,71.4,5,7,71.4,1,1.0,0.0,7,2,3,0,8,Matches
44,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,28,1991,14.1,418,531,78.7,8518,3044,143,161,88.8,205,235,87.2,68,126,54.0,1,1.3,-0.3,3,15,2,0,28,Matches
45,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,30,1990,8.9,292,412,70.9,4671,1320,166,200,83.0,101,137,73.7,21,52,40.4,0,1.8,-1.8,14,14,15,6,27,Matches
46,Jude Bellingham\Jude-Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,889,1068,83.2,16329,3230,381,440,86.6,374,429,87.2,115,144,79.9,3,3.3,-0.3,14,63,27,2,76,Matches
47,Lars Bender\Lars-Bender,de GER,DF,Leverkusen,31,1989,10.4,588,707,83.2,11233,3771,233,265,87.9,254,293,86.7,88,116,75.9,2,0.5,+1.5,7,45,12,2,57,Matches
48,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,31,1989,13.0,917,1002,91.5,19981,4943,205,222,92.3,559,593,94.3,148,179,82.7,0,0.4,-0.4,4,39,3,2,48,Matches
49,László Bénes\Laszlo-Benes,sk SVK,MFFW,Augsburg,22,1997,7.3,174,264,65.9,2977,1041,94,116,81.0,54,85,63.5,20,50,40.0,1,0.6,+0.4,9,12,5,0,19,Matches
50,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,22,1997,1.7,80,110,72.7,1364,387,48,56,85.7,21,24,87.5,10,26,38.5,1,0.4,+0.6,4,3,0,0,5,Matches
51,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'Gladbach,25,1995,20.1,1005,1210,83.1,18228,7228,435,480,90.6,458,526,87.1,100,162,61.7,0,0.4,-0.4,8,58,15,5,72,Matches
52,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,25,1994,6.1,231,281,82.2,4108,961,103,120,85.8,98,113,86.7,24,38,63.2,0,0.1,-0.1,1,19,2,0,22,Matches
53,Louis Beyer\Louis-Beyer,de GER,DF,M'Gladbach,20,2000,2.1,75,90,83.3,1506,476,23,27,85.2,39,44,88.6,12,17,70.6,0,0.0,0.0,0,2,0,0,5,Matches
54,Bartosz Bialek\Bartosz-Bialek,pl POL,FWMF,Wolfsburg,18,2001,3.0,56,80,70.0,1124,327,27,38,71.1,17,22,77.3,10,13,76.9,0,0.2,-0.2,4,7,4,0,10,Matches
55,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,30,1990,1.4,54,62,87.1,1111,373,15,17,88.2,32,34,94.1,7,11,63.6,0,0.0,0.0,0,3,0,0,4,Matches
