Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
293,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,27,1993,19.6,1,10,3,30.0,0.51,0.15,0.10,0.33,23.9,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
294,Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,19,2000,8.4,0,15,4,26.7,1.78,0.48,0.00,0.00,14.8,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
295,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,23,1997,11.1,7,27,13,48.1,2.44,1.17,0.22,0.46,11.9,1,1,1,7.4,6.7,0.25,-0.4,-0.7,Matches
296,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,19,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
297,Henning Matriciani\Henning-Matriciani,de GER,DF,Schalke 04,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
298,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,22,1997,16.3,0,17,5,29.4,1.05,0.31,0.00,0.00,10.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
299,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,31,1989,9.1,3,19,13,68.4,2.09,1.43,0.16,0.23,11.3,0,0,0,3.2,3.2,0.17,-0.2,-0.2,Matches
300,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,25,1995,18.2,0,11,5,45.5,0.60,0.27,0.00,0.00,13.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
301,Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,20,2000,12.9,0,7,1,14.3,0.54,0.08,0.00,0.00,17.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
302,Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,22,1997,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,24,1996,0.1,0,2,0,0.0,36.00,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
304,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,29,1991,9.1,0,8,2,25.0,0.88,0.22,0.00,0.00,13.8,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
305,Hamza Mendyl\Hamza-Mendyl,ma MAR,FW,Schalke 04,22,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
306,Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,19,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,23,1997,14.4,0,2,0,0.0,0.14,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
308,Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,28,1991,16.4,1,12,2,16.7,0.73,0.12,0.08,0.50,18.0,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
309,Max Meyer\Max-Meyer,de GER,MF,Köln,24,1995,3.9,0,10,5,50.0,2.56,1.28,0.00,0.00,16.8,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
310,Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
311,Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
312,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,23,1997,20.0,0,17,5,29.4,0.85,0.25,0.00,0.00,22.7,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
313,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,32,1988,2.5,0,7,0,0.0,2.85,0.00,0.00,,16.0,0,0,1,1.8,1.0,0.15,-1.8,-1.0,Matches
314,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,27,1993,17.3,5,24,7,29.2,1.39,0.41,0.21,0.71,23.6,1,0,0,1.3,1.3,0.05,+3.7,+3.7,Matches
315,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,34,1985,13.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
316,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,17,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
317,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,30,1989,3.0,0,1,0,0.0,0.34,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
318,Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,20,2000,9.2,0,2,0,0.0,0.22,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
319,Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,15,2004,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.4,0,0,0,2.8,2.8,0.14,+0.2,+0.2,Matches
320,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,22,1997,18.6,3,19,7,36.8,1.02,0.38,0.16,0.43,12.4,0,0,0,2.3,2.3,0.12,+0.7,+0.7,Matches
321,Florian Müller\Florian-Muller,de GER,GK,Freiburg,22,1997,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
322,Sebastian Müller\Sebastian-Muller,de GER,MFDF,Arminia,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
323,Thomas Müller\Thomas-Muller,de GER,MF,Bayern Munich,30,1989,29.7,11,48,16,33.3,1.62,0.54,0.21,0.63,13.3,0,1,1,7.1,6.4,0.13,+3.9,+3.6,Matches
324,Petar Musa\Petar-Musa,hr CRO,FW,Union Berlin,22,1998,7.9,1,15,5,33.3,1.89,0.63,0.07,0.20,13.1,0,0,0,2.5,2.5,0.17,-1.5,-1.5,Matches
325,Jamal Musiala\Jamal-Musiala,de GER,FWMF,Bayern Munich,17,2003,9.8,6,25,11,44.0,2.55,1.12,0.24,0.55,14.7,0,0,0,3.1,3.1,0.12,+2.9,+2.9,Matches
326,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Schalke 04,28,1992,11.5,1,10,2,20.0,0.87,0.17,0.10,0.50,9.6,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
327,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,26,1994,18.6,1,6,2,33.3,0.32,0.11,0.17,0.50,23.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
328,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,20,1999,22.7,3,18,5,27.8,0.79,0.22,0.17,0.60,11.7,0,0,0,1.1,1.1,0.06,+1.9,+1.9,Matches
329,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,27,1993,13.6,0,7,2,28.6,0.52,0.15,0.00,0.00,10.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
330,Paul Nebel\Paul-Nebel,de GER,MF,Mainz 05,17,2002,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
331,Luca Netz\Luca-Netz,de GER,DF,Hertha BSC,17,2003,3.4,1,3,1,33.3,0.87,0.29,0.33,1.00,10.5,0,0,0,0.8,0.8,0.32,+0.2,+0.2,Matches
332,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,34,1986,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
333,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,23,1997,29.1,6,48,17,35.4,1.65,0.58,0.13,0.35,23.3,1,0,0,3.1,3.1,0.06,+2.9,+2.9,Matches
334,Jessic Ngankam\Jessic-Ngankam,de GER,FW,Hertha BSC,20,2000,3.3,2,6,4,66.7,1.82,1.22,0.33,0.50,11.9,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Matches
335,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,24,1996,31.8,3,9,5,55.6,0.28,0.16,0.22,0.40,16.1,1,1,1,2.6,1.9,0.21,+0.4,+0.1,Matches
336,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,29,1990,19.3,5,48,18,37.5,2.49,0.93,0.10,0.28,14.8,0,0,0,6.7,6.7,0.14,-1.7,-1.7,Matches
337,Joakim Nilsson\Joakim-Nilsson,se SWE,DF,Arminia,26,1994,24.0,0,5,2,40.0,0.21,0.08,0.00,0.00,8.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
338,Christopher Nkunku\Christopher-Nkunku,fr FRA,FWMF,RB Leipzig,22,1997,21.0,6,56,26,46.4,2.66,1.24,0.11,0.23,17.2,6,0,0,7.8,7.8,0.14,-1.8,-1.8,Matches
339,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Hoffenheim,30,1990,7.8,0,3,1,33.3,0.39,0.13,0.00,0.00,11.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
340,Alexander Nübel\Alexander-Nubel,de GER,GK,Bayern Munich,23,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
341,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Hoffenheim,25,1995,11.0,0,7,0,0.0,0.64,0.00,0.00,,15.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
342,Bastian Oczipka\Bastian-Oczipka,de GER,DF,Schalke 04,31,1989,21.4,0,7,0,0.0,0.33,0.00,0.00,,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
343,Masaya Okugawa\Masaya-Okugawa,jp JPN,MF,Arminia,24,1996,10.2,1,8,3,37.5,0.79,0.30,0.13,0.33,15.7,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
344,Dani Olmo\Dani-Olmo,es ESP,MFFW,RB Leipzig,22,1998,24.4,5,77,21,27.3,3.16,0.86,0.05,0.19,18.7,0,1,1,7.6,7.0,0.09,-2.6,-3.0,Matches
345,Karim Onisiwo\Karim-Onisiwo,at AUT,FW,Mainz 05,28,1992,20.5,4,52,20,38.5,2.54,0.98,0.08,0.20,16.0,0,0,0,5.3,5.3,0.10,-1.3,-1.3,Matches
