Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1,Issah Abbas\Issah-Abbas,gh GHA,DFFW,Mainz 05,21,1998,0.2,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0,Matches
2,David Abraham\David-Abraham,ar ARG,DF,Eint Frankfurt,34,1986,13.6,17,13,10,5,2,8,20,40.0,12,144,64,44.4,81,47,16,26,5,1,21,15,32,33,0,Matches
3,Amir Abrashi\Amir-Abrashi,al ALB,MF,Freiburg,30,1990,0.7,2,1,1,0,1,1,1,100.0,0,13,1,7.7,6,6,1,3,1,0,2,2,4,0,0,Matches
4,Ragnar Ache\Ragnar-Ache,de GER,FWDF,Eint Frankfurt,22,1998,1.1,1,0,0,0,1,0,3,0.0,3,29,5,17.2,1,18,10,2,0,0,2,0,1,1,0,Matches
5,Tyler Adams\Tyler-Adams,us USA,DFMF,RB Leipzig,21,1999,20.6,52,31,19,26,7,15,36,41.7,21,362,118,32.6,94,202,66,37,6,0,31,31,83,40,0,Matches
6,Sargis Adamyan\Sargis-Adamyan,am ARM,FWMF,Hoffenheim,27,1993,5.3,8,5,3,3,2,3,11,27.3,8,81,15,18.5,16,33,32,5,0,0,5,7,15,1,0,Matches
7,Felix Agu\Felix-Agu,de GER,DF,Werder Bremen,20,1999,7.8,27,16,12,11,4,13,24,54.2,11,180,48,26.7,86,63,31,16,3,0,13,21,48,23,0,Matches
8,Naouirou Ahamada\Naouirou-Ahamada,fr FRA,MF,Stuttgart,18,2002,2.8,2,1,1,1,0,2,3,66.7,1,41,12,29.3,15,25,1,5,0,0,5,4,6,1,0,Matches
9,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,25,1995,26.1,46,30,28,13,5,16,32,50.0,16,264,99,37.5,136,108,20,38,11,0,27,38,84,106,1,Matches
10,Kevin Akpoguma\Kevin-Akpoguma,ng NGA,DF,Hoffenheim,25,1995,13.2,24,12,15,8,1,9,13,69.2,4,178,64,36.0,80,83,15,39,16,2,23,10,34,44,1,Matches
11,David Alaba\David-Alaba,at AUT,DFMF,Bayern Munich,28,1992,29.7,41,30,13,25,3,12,37,32.4,25,346,131,37.9,120,176,50,47,15,0,32,36,77,94,2,Matches
12,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,27,1992,13.8,8,6,3,3,2,1,4,25.0,3,152,50,32.9,5,46,101,9,2,0,7,3,11,9,0,Matches
13,Omar Alderete\Omar-Alderete,py PAR,DF,Hertha BSC,23,1996,14.4,21,13,15,6,0,5,16,31.3,11,138,51,37.0,84,48,6,23,11,0,12,14,35,100,2,Matches
14,Nadiem Amiri\Nadiem-Amiri,de GER,MF,Leverkusen,23,1996,21.0,19,13,4,12,3,5,30,16.7,25,322,109,33.9,64,183,75,19,3,0,16,19,38,6,0,Matches
15,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Köln,29,1991,12.5,5,2,0,3,2,0,6,0.0,6,165,39,23.6,7,81,77,9,2,0,7,3,8,9,0,Matches
16,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,25,1994,28.1,61,40,29,26,6,16,43,37.2,27,528,165,31.3,174,292,62,41,8,0,33,58,119,31,1,Matches
17,Angeliño\Angelino,es ESP,DFFW,RB Leipzig,23,1997,24.0,41,18,15,23,3,8,24,33.3,16,261,95,36.4,85,114,62,41,1,0,40,32,73,42,1,Matches
18,Waldemar Anton\Waldemar-Anton,de GER,DF,Stuttgart,24,1996,30.1,36,23,24,11,1,10,33,30.3,23,283,97,34.3,173,97,13,57,20,2,37,50,86,132,0,Matches
19,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,31,1989,18.5,44,29,18,20,6,15,50,30.0,35,393,128,32.6,146,204,43,35,4,0,31,27,71,26,0,Matches
20,Santiago Arias\Santiago-Arias,co COL,DF,Leverkusen,28,1992,1.0,4,4,2,1,1,0,0,,0,13,5,38.5,6,6,1,3,0,0,3,0,4,3,0,Matches
21,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,26,1994,28.7,60,42,23,31,6,22,54,40.7,32,534,186,34.8,169,277,88,40,4,1,36,41,101,71,0,Matches
22,Toluwalas Arokodare\Toluwalas-Arokodare,ng NGA,FW,Köln,19,2000,1.2,1,1,0,0,1,0,0,,0,18,7,38.9,1,7,10,1,0,0,1,0,1,0,0,Matches
23,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,23,1997,8.5,34,16,18,15,1,12,34,35.3,22,251,67,26.7,109,117,25,20,2,0,18,11,45,19,0,Matches
24,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,26,1994,21.7,42,17,22,14,6,16,32,50.0,16,277,98,35.4,115,103,59,50,8,0,42,14,56,67,0,Matches
25,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,8,6,4,4,0,1,12,8.3,11,207,75,36.2,23,99,85,14,2,0,12,4,12,4,0,Matches
26,Mehmet-Can Aydin\Mehmet-Can-Aydin,de GER,DF,Schalke 04,18,2002,5.6,14,6,5,9,0,5,12,41.7,7,91,24,26.4,39,37,15,10,0,0,10,9,23,16,0,Matches
27,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,22,1997,23.8,21,12,5,10,6,6,19,31.6,13,247,74,30.0,42,111,94,15,0,0,15,18,39,9,0,Matches
28,Ridle Baku\Ridle-Baku,de GER,DF,Mainz 05,22,1998,2.0,5,2,3,2,0,0,5,0.0,5,22,6,27.3,11,9,2,5,0,0,5,4,9,5,0,Matches
29,Ridle Baku\Ridle-Baku,de GER,FWDF,Wolfsburg,22,1998,29.8,55,27,22,26,7,22,53,41.5,31,518,161,31.1,157,191,170,75,4,0,71,47,102,36,1,Matches
30,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,31,1989,0.3,1,1,0,1,0,0,0,,0,10,7,70.0,6,4,0,0,0,0,0,1,2,2,0,Matches
31,Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Eint Frankfurt,22,1998,10.9,31,18,12,7,12,10,30,33.3,20,289,85,29.4,58,124,107,20,1,0,19,14,45,9,0,Matches
32,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,20,2000,25.6,68,39,27,27,14,15,49,30.6,34,580,173,29.8,172,287,121,61,12,0,49,50,118,63,0,Matches
33,Jacob Barrett Laursen\Jacob-Barrett-Laursen,dk DEN,DF,Arminia,25,1994,12.3,21,13,11,9,1,6,14,42.9,8,152,41,27.0,79,55,18,40,6,0,34,23,44,37,0,Matches
34,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,30,1990,31.0,0,0,0,0,0,0,0,,0,5,1,20.0,5,0,0,0,0,0,0,0,0,2,0,Matches
35,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,32,1988,11.9,46,28,18,25,3,16,34,47.1,18,198,83,41.9,57,115,26,20,0,0,20,17,63,19,0,Matches
36,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,20,1999,26.3,53,38,20,23,10,14,60,23.3,46,572,183,32.0,121,282,169,46,9,0,37,19,72,19,0,Matches
37,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Augsburg,23,1996,0.4,1,1,0,1,0,1,1,100.0,0,10,3,30.0,1,9,0,1,0,0,1,2,3,0,0,Matches
38,Ihlas Bebou\Ihlas-Bebou,tg TOG,FW,Hoffenheim,26,1994,24.4,30,20,8,12,10,8,15,53.3,7,361,116,32.1,34,140,187,26,7,0,19,13,43,21,1,Matches
39,Sheraldo Becker\Sheraldo-Becker,sr SUR,FWMF,Union Berlin,25,1995,12.3,8,7,3,3,2,3,5,60.0,2,129,39,30.2,22,62,45,10,0,0,10,5,13,5,0,Matches
40,Timo Becker\Timo-Becker,de GER,DF,Schalke 04,23,1997,18.2,38,19,34,4,0,15,29,51.7,14,265,87,32.8,149,93,23,42,5,0,37,34,72,49,1,Matches
41,Brian Behrendt\Brian-Behrendt,de GER,DF,Arminia,28,1991,0.9,2,1,0,2,0,0,1,0.0,1,13,3,23.1,5,8,0,0,0,0,0,0,2,1,0,Matches
42,Maximilian Beier\Maximilian-Beier,de GER,FW,Hoffenheim,17,2002,0.1,0,0,0,0,0,0,0,,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0,Matches
43,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,28,1992,6.6,3,2,1,0,2,0,1,0.0,1,54,13,24.1,5,13,36,3,1,0,2,0,3,4,0,Matches
44,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,28,1991,14.1,25,17,20,5,0,10,20,50.0,10,130,57,43.8,77,47,6,23,12,0,11,38,63,127,1,Matches
45,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,30,1990,8.9,16,12,4,5,7,4,22,18.2,18,144,39,27.1,31,66,47,11,0,0,11,13,29,8,0,Matches
46,Jude Bellingham\Jude-Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,54,37,14,27,13,18,50,36.0,32,434,126,29.0,96,231,107,40,6,0,34,21,75,20,0,Matches
47,Lars Bender\Lars-Bender,de GER,DF,Leverkusen,31,1989,10.4,19,13,11,6,2,9,22,40.9,13,132,44,33.3,49,63,20,26,7,0,19,8,27,27,0,Matches
48,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,31,1989,13.0,18,12,9,6,3,6,19,31.6,13,131,48,36.6,59,65,7,26,9,0,17,14,32,64,0,Matches
49,László Bénes\Laszlo-Benes,sk SVK,MFFW,Augsburg,22,1997,7.3,7,5,5,2,0,3,7,42.9,4,130,37,28.5,36,75,19,7,2,0,5,9,16,4,1,Matches
50,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,22,1997,1.7,6,2,5,1,0,2,3,66.7,1,20,5,25.0,7,12,1,3,1,0,2,4,10,2,0,Matches
51,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'Gladbach,25,1995,20.1,45,25,31,11,3,30,52,57.7,22,255,73,28.6,126,98,31,55,9,0,46,63,108,107,1,Matches
52,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,25,1994,6.1,13,6,7,5,1,3,16,18.8,13,113,24,21.2,49,46,18,11,2,0,9,3,16,7,0,Matches
53,Louis Beyer\Louis-Beyer,de GER,DF,M'Gladbach,20,2000,2.1,3,2,1,2,0,2,3,66.7,1,28,9,32.1,14,14,0,5,4,0,1,6,9,11,0,Matches
54,Bartosz Bialek\Bartosz-Bialek,pl POL,FWMF,Wolfsburg,18,2001,3.0,6,6,1,4,1,4,7,57.1,3,69,28,40.6,7,36,26,5,0,0,5,3,9,1,0,Matches
55,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,30,1990,1.4,1,0,0,1,0,1,2,50.0,1,19,5,26.3,12,4,3,3,1,0,2,1,2,9,0,Matches
56,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MFFW,Werder Bremen,26,1993,16.8,59,31,23,26,10,10,34,29.4,24,503,123,24.5,136,253,114,33,3,0,30,14,73,8,0,Matches
57,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,31,1988,26.3,29,17,17,12,0,9,32,28.1,23,196,73,37.2,92,97,7,36,19,0,17,48,77,109,0,Matches
58,Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MFFW,Mainz 05,26,1994,22.9,49,31,13,23,13,12,47,25.5,35,465,141,30.3,102,219,144,44,3,0,41,25,74,16,1,Matches
59,Melayro Bogarde\Melayro-Bogarde,nl NED,DFMF,Hoffenheim,18,2002,3.1,7,5,2,4,1,4,11,36.4,7,47,17,36.2,24,18,5,2,0,0,2,3,10,6,0,Matches
60,Elias Bördner\Elias-Bordner,de GER,GK,Eint Frankfurt,18,2002,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
61,Dennis Borkowski\Dennis-Borkowski,de GER,MF,RB Leipzig,18,2002,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0,Matches
62,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,21,1999,23.1,37,20,30,7,0,15,27,55.6,12,199,79,39.7,133,58,8,48,28,1,20,24,61,137,0,Matches
63,Nassim Boujellab\Nassim-Boujellab,ma MAR,MFFW,Schalke 04,21,1999,6.7,17,13,5,11,1,1,8,12.5,7,170,48,28.2,31,78,61,16,3,0,13,6,23,10,1,Matches
64,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,29,1990,17.2,17,8,10,6,1,4,12,33.3,8,90,29,32.2,61,29,0,36,22,2,14,17,34,80,2,Matches
65,Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,19,2001,7.2,26,19,12,12,2,9,20,45.0,11,231,64,27.7,78,123,30,16,2,0,14,5,31,5,0,Matches
66,Julian Brandt\Julian-Brandt,de GER,FWMF,Dortmund,24,1996,16.6,31,17,16,12,3,15,40,37.5,25,315,100,31.7,85,156,74,27,1,0,26,14,45,7,0,Matches
67,Fabian Bredlow\Fabian-Bredlow,de GER,GK,Stuttgart,25,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
68,Josip Brekalo\Josip-Brekalo,hr CRO,FW,Wolfsburg,22,1998,20.2,24,16,13,8,3,7,28,25.0,21,337,108,32.0,79,157,101,23,0,0,23,18,42,6,0,Matches
69,Joshua Brenet\Joshua-Brenet,nl NED,DF,Hoffenheim,26,1994,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
70,John Brooks\John-Brooks,us USA,DF,Wolfsburg,27,1993,30.8,59,37,43,16,0,30,66,45.5,36,279,113,40.5,160,111,8,63,14,0,49,51,110,189,2,Matches
71,Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,32,1988,15.9,19,7,10,8,1,12,38,31.6,26,142,43,30.3,50,68,24,34,2,0,32,13,32,40,0,Matches
72,Cédric Brunner\Cedric-Brunner,ch SUI,DF,Arminia,26,1994,29.5,51,29,33,15,3,26,48,54.2,22,355,93,26.2,178,143,34,66,9,0,57,29,80,119,1,Matches
73,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,Hoffenheim,21,1998,1.0,0,0,0,0,0,0,1,0.0,1,27,4,14.8,4,9,14,0,0,0,0,0,0,0,0,Matches
74,Marius Bülter\Marius-Bulter,de GER,FWMF,Union Berlin,27,1993,10.9,17,9,8,5,4,2,18,11.1,16,189,51,27.0,54,92,43,18,1,0,17,7,24,12,0,Matches
75,Jonathan Burkardt\Jonathan-Burkardt,de GER,FWDF,Mainz 05,20,2000,15.3,30,15,13,14,3,9,24,37.5,15,290,85,29.3,52,127,111,24,5,0,19,5,35,14,0,Matches
76,Nishan Burkart\Nishan-Burkart,ch SUI,MF,Freiburg,20,2000,0.2,0,0,0,0,0,0,1,0.0,1,6,1,16.7,2,2,2,0,0,0,0,0,0,0,0,Matches
77,Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,29,1990,18.5,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
78,Kerim Calhanoglu\Kerim-Calhanoglu,de GER,DF,Schalke 04,17,2002,3.3,5,2,3,1,1,1,5,20.0,4,41,14,34.1,18,16,7,7,0,0,7,6,11,6,0,Matches
79,Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFFW,Augsburg,32,1988,29.6,81,47,34,35,12,30,96,31.3,66,633,175,27.6,214,307,112,71,5,0,66,42,123,42,0,Matches
80,Emre Can\Emre-Can,de GER,DFMF,Dortmund,26,1994,23.7,55,42,25,21,9,18,40,45.0,22,303,118,38.9,129,138,36,41,12,0,29,40,95,72,0,Matches
81,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,28,1992,32.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,2,1,0,1,0,0,1,0,0,3,2,Matches
82,Gonzalo Castro\Gonzalo-Castro,de GER,MFFW,Stuttgart,33,1987,19.2,14,11,3,9,2,4,25,16.0,21,239,81,33.9,43,114,82,26,5,0,21,10,24,14,0,Matches
83,Sava Cestic\Sava-Cestic,rs SRB,DF,Köln,19,2001,10.0,21,14,16,4,1,7,19,36.8,12,111,36,32.4,83,25,3,20,6,0,14,29,50,54,0,Matches
84,Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,30,1990,4.8,3,1,1,1,1,1,5,20.0,4,48,8,16.7,16,17,15,7,2,0,5,2,5,6,0,Matches
85,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,26,1994,2.4,5,2,1,2,2,1,3,33.3,2,69,15,21.7,12,34,23,4,1,0,3,5,10,2,0,Matches
86,Tahith Chong\Tahith-Chong,nl NED,FWMF,Werder Bremen,20,1999,4.3,12,8,3,7,2,4,8,50.0,4,96,32,33.3,14,60,22,3,0,0,3,3,15,2,0,Matches
87,Darko Churlinov\Darko-Churlinov,mk MKD,DFFW,Stuttgart,20,2000,2.4,3,1,1,1,1,0,3,0.0,3,37,15,40.5,10,9,18,9,1,0,8,1,4,4,0,Matches
88,Tim Civeja\Tim-Civeja,de GER,MFDF,Augsburg,18,2002,0.4,0,0,0,0,0,0,1,0.0,1,6,2,33.3,3,3,0,1,0,0,1,1,1,1,0,Matches
