Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
336,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,24,1996,3.3,0,0,0,7,2,5,0,0,0,0,0,0,12,1,20,4.8,Matches
337,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,33,1986,28.1,5,1,1,44,24,0,43,39,46,0,1,0,279,20,24,45.5,Matches
338,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,21,1999,0.4,1,0,0,1,2,1,0,0,0,0,0,0,1,0,3,0.0,Matches
339,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,25,1995,18.1,3,0,0,23,23,2,38,20,35,0,0,0,108,5,19,20.8,Matches
340,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28,1992,0.5,0,0,0,1,0,0,0,0,1,0,0,0,5,2,0,100.0,Matches
341,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,3,0,0,7,10,0,1,11,14,0,0,0,68,8,8,50.0,Matches
342,Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
343,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,23,1996,24.2,6,0,0,53,16,0,3,62,73,0,1,0,300,52,35,59.8,Matches
344,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,3,0,0,27,60,0,8,30,32,0,0,0,206,14,19,42.4,Matches
345,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,20,1999,0.8,0,0,0,2,1,0,4,1,0,0,0,0,4,0,0,,Matches
346,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,20,2000,28.3,4,0,0,24,42,4,127,29,18,0,0,0,151,20,39,33.9,Matches
347,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,23,1997,29.7,8,0,0,45,18,0,17,46,66,0,0,0,329,27,22,55.1,Matches
348,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,0,0,0,11,11,0,4,1,3,0,0,0,12,3,18,14.3,Matches
349,Niels Nkounkou\Niels-Nkounkou,fr FRA,DFFW,Everton,19,2000,0.9,1,0,0,1,0,0,2,0,0,0,0,0,4,0,0,,Matches
350,Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,21,1999,1.2,0,0,0,6,0,1,0,0,0,0,0,0,6,6,5,54.5,Matches
351,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33,1987,7.9,1,0,0,9,8,1,4,11,5,0,0,0,77,7,2,77.8,Matches
352,Will Norris\Will-Norris,eng ENG,GK,Burnley,26,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
353,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,6,0,0,26,10,0,40,39,29,0,0,0,263,17,23,42.5,Matches
354,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26,1994,2.0,0,0,0,0,0,1,1,0,1,0,0,0,21,5,10,33.3,Matches
355,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,21,1999,23.4,3,0,0,13,17,0,8,39,30,0,1,0,213,72,42,63.2,Matches
356,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20,2000,0.7,0,0,0,1,3,0,1,1,1,0,0,0,3,0,3,0.0,Matches
357,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32,1988,3.0,1,0,0,7,4,1,4,1,0,0,0,0,35,7,6,53.8,Matches
358,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32,1988,27.7,5,0,0,28,9,1,3,27,20,0,0,0,227,77,36,68.1,Matches
359,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,30,1990,7.0,1,0,0,0,1,0,0,0,0,0,0,0,22,0,0,,Matches
360,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23,1997,4.2,1,0,0,12,0,0,1,3,5,0,0,0,34,4,7,36.4,Matches
361,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25,1995,2.1,0,0,0,0,1,0,3,1,4,0,0,0,15,3,8,27.3,Matches
362,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,1,0,0,10,15,4,46,16,16,0,0,0,150,13,22,37.1,Matches
363,Owen Otasowie\Owen-Otasowie,us USA,MFFW,Wolves,19,2001,2.1,1,0,0,3,6,0,0,3,5,0,0,0,18,8,8,50.0,Matches
364,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,26,1993,2.8,0,0,0,3,1,0,1,1,1,0,0,0,33,2,4,33.3,Matches
365,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,25,1994,1.0,0,0,0,3,0,0,1,1,2,0,0,0,11,3,0,100.0,Matches
366,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27,1993,17.0,5,0,0,18,17,0,2,26,30,0,0,0,198,22,21,51.2,Matches
367,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,32,1988,37.0,1,0,0,0,1,0,0,0,0,0,0,0,143,0,0,,Matches
368,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4.0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,,Matches
369,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,33,1986,2.5,1,0,0,4,0,0,2,2,7,0,0,0,16,6,2,75.0,Matches
370,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,25,1995,18.0,1,1,0,10,26,4,35,18,16,0,0,0,103,35,32,52.2,Matches
